Vmag,Plx,e_Plx,B-V,SpType,Amag,TargetClass
9.16,6.37,1.18,0.573,F9V,18.180696,0
7.51,2.76,0.88,1.179,K1III,14.714546,1
6.48,3.47,0.57,1.352,K0/K1III,14.181647,1
6.61,2.62,0.91,1.086,K0III,13.701508,1
8.68,8.23,1.22,0.544,F6V,18.257,0
5.45,17.82,0.66,0.055,A1V,16.704538,0
6.08,11.26,0.6,0.398,F0III,16.337692,1
9.46,9.97,2.44,0.64,K1/K2IV/V+.,19.453476,1
7.33,9.62,0.83,0.117,A2V,17.245876,0
8.09,4.66,0.95,1.132,K1III,16.43193,1
8.62,0.12,1.1,1.11,K1III,9.015906,1
9.46,0.01,1.3,0.107,B9IV,4.46,1
7.74,7.44,1.33,0.252,A6V,17.097864,0
7.51,3.46,0.87,0.829,G2V,15.20538,0
9.32,22.52,1.26,0.884,K2V,21.082842,0
8.53,14.48,1.0,0.742,G6V,19.333843,0
7.53,3.64,0.95,0.275,A9III,15.335507,1
9.5,-0.08,1.43,1.04,K0III,9.01545,1
10.05,15.35,1.64,0.731,G6V,20.980541,0
9.18,7.03,0.93,0.443,F5V,18.414776,0
6.59,23.69,0.73,0.467,F5V,18.462826,0
8.59,2.17,1.18,1.379,K2/K3III,15.272299,1
7.97,1.58,0.9,1.515,K4III,13.963285,1
9.3,7.08,1.16,0.673,G6V,18.550167,0
8.9,11.05,1.27,0.585,F8/G0V,19.11681,0
6.23,18.73,0.75,0.816,G6III+...,17.592688,1
7.59,1.65,0.94,1.561,M2/M3III,13.67742,1
8.73,15.67,1.01,0.59,G0V,19.705343,0
8.19,3.12,0.94,1.641,M1III,15.660772,1
6.8,18.9,0.73,0.558,F7V,18.182308,0
3.97,9.53,0.73,-0.156,B3V,13.865464,0
7.81,2.07,0.9,1.114,K1/K2IIICNp,14.389852,1
7.67,3.06,1.49,0.962,G8III,15.098607,1
7.04,5.33,0.62,1.088,K0III,15.673636,1
6.34,3.36,0.64,1.505,K5III,13.971697,1
8.77,8.69,1.19,0.434,F3V,18.4651,0
7.67,2.15,0.9,-0.026,B9III/IV,14.332192,1
9.9,5.18,1.54,0.96,G9III,18.47165,1
7.83,1.86,1.14,1.389,K2/K3III,14.177565,1
7.44,9.63,0.92,0.47,F5V,17.358131,0
8.14,2.79,1.03,1.131,K0III,15.368021,1
5.66,4.21,1.0,1.401,K4III,13.78141,1
8.52,8.86,1.98,0.636,G2V,18.257168,0
9.01,4.42,1.6,0.947,G8IV,17.23711,1
8.55,2.88,1.31,1.1,K0III,15.846963,1
8.52,2.06,0.83,1.274,K0/K1III,15.089336,1
8.48,8.56,1.05,0.426,F3V,18.142368,0
7.43,5.65,0.84,1.212,K1III,16.190243,1
8.55,1.75,1.11,1.271,K3III,14.76519,1
6.54,0.35,0.54,0.266,A2II,9.26034,1
6.47,12.4,0.73,0.428,F5V,16.937109,0
10.17,9.16,1.5,0.469,F6V-VI,19.979477,0
8.43,9.18,1.15,0.97,K0IVp...,18.244213,1
8.91,3.63,1.13,0.184,A3V,16.709534,0
9.36,4.49,1.19,0.354,F0V,17.621231,0
8.47,5.07,0.83,1.26,K1III,16.99504,1
5.6,6.73,0.74,0.961,K0II-III,14.740076,1
6.98,9.91,0.63,0.097,A2V,16.96037,0
8.53,4.32,1.04,0.072,B9.5V,16.707418,0
8.6,9.21,1.05,0.332,A9V,18.421299,0
7.2,9.04,0.75,1.223,K2III-IV,16.980843,1
7.82,2.54,0.88,1.446,K1/K2III,14.844169,1
5.91,0.67,0.55,0.253,B9Ia,10.040374,1
9.07,2.2,1.12,1.503,K2/K3III,15.782113,1
9.92,3.37,1.36,0.61,F7V,17.55815,0
8.07,10.88,0.98,0.397,F5V,18.253143,0
6.82,7.18,0.7,0.262,A8IV,16.100622,1
7.91,1.52,0.95,1.14,K0III,13.819218,1
7.23,7.24,0.81,0.195,A4V,16.528692,0
7.43,29.5,0.91,0.701,G4V,19.77911,0
9.16,22.82,1.02,0.846,G8/K0V,20.951576,0
11.38,34.1,7.62,1.456,M2V,24.043774,0
8.75,6.75,1.12,0.453,F2V,17.896519,0
9.21,2.21,1.32,1.49,K3III,15.931961,1
8.55,3.99,3.04,0.437,F5V,16.554865,0
7.38,7.64,1.0,0.121,A1/A2V,16.795467,0
8.88,0.9,1.15,0.983,G5/G6IV/V,13.651213,1
7.3,4.29,0.99,1.488,K5III,15.462287,1
7.6,1.99,0.76,0.068,B9.5/A0IV,14.094265,1
9.09,5.32,1.16,0.489,F3V,17.719559,0
6.05,2.0,0.65,1.78,F6Ib,12.555151,1
7.43,2.91,0.84,1.423,K3III,14.749464,1
8.44,3.01,0.98,1.147,G8/K0III,15.832832,1
9.02,6.25,1.19,1.217,G8III,17.999401,1
9.75,18.43,1.36,1.065,K2V,21.077627,0
7.08,1.92,0.73,1.391,K0III,13.496506,1
9.17,1.86,1.33,1.24,K1III,15.517565,1
9.39,5.18,1.22,0.24,A5III/IV,17.961649,1
8.29,2.01,3.48,1.072,K0/K1III,14.805981,1
9.18,10.42,2.23,0.458,F3/F5V,19.269339,0
8.3,5.9,0.99,0.401,F0V,17.15426,0
8.7,2.89,1.27,1.27,K2III,16.00449,1
7.92,32.3,1.02,0.792,G8V,20.466013,0
8.55,1.82,1.13,1.23,K1II/III,14.850357,1
9.28,4.27,1.31,0.553,F3IV,17.43214,1
7.68,-0.32,0.96,1.59,K5III,10.2057495,1
7.57,5.42,0.88,1.111,K0III,16.239996,1
8.65,3.7,0.84,0.092,B9IV,16.491009,1
8.07,1.81,0.96,1.106,K1III/IV+..,14.358393,1
9.65,13.98,1.24,0.794,K1V,20.377537,0
8.8,2.72,1.04,1.669,K3/K4III:,15.972845,1
6.34,3.58,0.8,1.449,M4/M5Ib/II:,14.109415,1
7.57,29.5,0.85,0.667,G3V,19.91911,0
8.43,11.23,1.05,0.482,F5V,18.6819,0
8.24,4.25,1.0,0.347,A8V,16.381945,0
9.3,2.37,1.31,0.363,F1Vm,16.173742,0
7.51,6.12,0.89,0.109,A3V,16.443756,0
9.44,1.84,1.19,1.096,K1III,15.764089,1
8.59,1.04,1.28,1.308,K2IV,13.675167,1
9.3,5.34,1.44,0.828,G8/K0IV:,17.937706,1
8.56,9.36,1.16,0.425,F2V,18.416378,0
8.9,15.0,1.03,0.672,G3/G5V,19.780457,0
9.3,8.73,3.03,0.612,G8/K0V + (F),19.005072,0
8.61,1.85,0.76,0.146,B8V,14.945858,0
5.77,1.6,0.69,-0.144,B4III,11.7906,1
9.45,14.29,1.13,0.714,G5V,20.22516,0
8.81,3.49,1.25,1.08,K1III,16.524128,1
8.39,4.67,1.01,0.962,K0III,16.736584,1
8.39,5.68,1.08,0.924,G8III,17.161743,1
9.31,7.52,1.39,0.494,F3V,18.69109,0
8.06,2.42,0.99,1.071,K1IIICN...,14.979077,1
8.77,5.33,1.12,1.0,K0III,17.403637,1
6.34,8.03,1.24,0.071,A0V,15.863578,0
8.11,0.87,0.99,1.588,K5/M0III,12.807596,1
8.11,4.65,0.78,1.459,K2III,16.447266,1
9.07,2.35,1.03,1.183,K1/K2III,15.925339,1
7.74,2.81,1.91,0.434,F3IV/V,14.983531,1
8.94,8.95,0.96,0.451,F3V,18.699116,0
8.35,4.13,1.11,1.047,G8/K0III,16.42975,1
8.18,1.95,1.04,0.944,G6III,14.630174,1
8.63,31.54,0.83,0.892,K3V,21.12431,0
8.54,1.35,1.14,1.491,K4IV,14.191669,1
8.43,17.79,0.96,0.623,G1V,19.68088,0
9.06,2.83,1.12,0.027,B9V,16.318932,0
8.68,4.8,0.77,0.524,F0IV,17.086206,1
6.34,9.23,0.57,1.234,K2/K3IIICN.,16.166008,1
8.49,2.26,1.3,0.97,G9III,15.260542,1
7.9,2.63,0.92,0.12,A0V,14.999779,0
8.65,2.74,1.06,1.247,K2III,15.838753,1
8.28,9.58,0.98,0.488,F4V,18.186827,0
7.38,10.22,0.86,0.758,G8III+...,17.427254,1
7.87,1.44,0.81,-0.069,B5Ve,13.661812,0
5.31,5.76,0.83,1.4,K3III,14.112112,1
8.49,3.59,1.27,0.008,B9V,16.265472,0
7.18,7.16,0.98,0.183,A3V,16.454565,0
6.86,9.13,1.52,1.14,K2III,16.662354,1
7.86,2.77,0.85,-0.099,B7III:,15.072399,1
8.54,0.64,0.91,0.227,B1Ib-II,12.5709,1
8.04,4.8,1.01,0.864,G8IV,16.446205,1
7.75,2.59,0.82,-0.015,B8II,14.816499,1
7.77,6.33,0.84,0.078,A2V,16.77702,0
8.29,4.06,1.03,1.384,K0III,16.33263,1
6.2,-0.16,0.55,0.075,B1.5Ia,7.2205997,1
7.12,1.98,0.61,-0.015,B5V,13.603326,0
7.41,3.46,0.88,0.924,G8III,15.10538,1
8.76,-1.38,1.36,1.523,K2/K3III,14.459396,1
9.18,10.86,3.11,0.81,K2V SB,19.35915,0
8.19,1.83,0.91,-0.125,B8V,14.502255,0
9.16,-1.36,1.28,1.141,K2III,14.827695,1
9.03,5.18,1.04,0.516,F5V,17.601648,0
7.43,-1.24,0.65,-0.008,B0.5Ib,12.897108,1
9.83,13.11,1.58,0.707,K0V+...,20.418015,0
9.7,8.41,1.3,0.542,F6IV,19.323978,1
8.59,8.23,1.08,0.572,F8V,18.167,0
8.45,1.94,1.05,1.031,K0III,14.8890085,1
8.63,-1.17,0.98,0.763,B3Ia,13.970929,1
9.28,9.39,1.22,0.568,F7V,19.143328,0
6.96,1.23,0.89,1.6,K7III,12.409526,1
9.57,6.78,1.42,0.682,G3V,18.726149,0
9.24,2.04,1.23,1.664,K5III,15.788151,1
7.47,35.56,0.83,0.711,K0/K1V+...,20.224808,0
6.18,6.46,0.72,1.061,K0III:,15.231163,1
9.18,1.07,1.28,1.189,K2III,14.32692,1
7.92,11.7,1.04,0.604,F8V,18.26093,0
9.63,1.04,1.28,1.082,G8/K0III,14.715167,1
8.63,2.82,1.2,1.231,K1/K2III/IV,15.881246,1
8.28,3.32,0.79,0.15,B9III,15.885691,1
8.45,9.92,2.53,0.48,F5V,18.432558,0
8.52,10.48,1.35,0.604,F8V,18.621807,0
8.68,3.04,1.13,1.036,G9III,16.094368,1
7.55,3.25,0.87,1.082,K0II/III,15.109417,1
7.61,5.65,0.61,0.253,A4/A5III,16.370243,1
8.1,9.11,0.98,0.285,A6III,17.897593,1
7.49,32.6,0.86,0.649,G5V,20.056087,0
5.82,9.24,0.84,1.052,K0IIICN...,15.648359,1
9.53,6.76,2.55,0.463,F3/F5V,18.679733,0
7.61,7.71,1.11,0.251,A3/A4IV,17.045273,1
7.35,2.27,0.83,1.3,K1III,14.130129,1
8.27,19.65,1.07,0.582,F8V,19.736813,0
9.05,0.27,1.14,0.917,F5/F6IV,11.20682,1
9.64,7.81,1.37,1.016,K1IV,19.103256,1
6.5,7.07,0.88,1.086,K0III,15.747097,1
5.72,6.97,0.53,1.179,K2III,14.936163,1
2.79,8.96,0.6,-0.193,B2IV,12.551539,1
10.55,43.25,2.0,1.412,M2V,23.72993,0
6.11,44.34,1.01,0.47,F5V,19.343979,0
8.6,6.46,1.12,0.504,F5IV,17.651163,1
8.44,4.98,0.87,0.282,B9V,16.926147,0
7.28,1.03,0.81,1.01,G5II,12.344187,1
8.75,0.56,1.43,1.734,M1III,12.49094,1
9.32,6.87,1.37,0.91,G8/K0V,18.504784,0
8.43,7.96,0.88,0.605,F8/G0V:,17.934566,0
9.0,8.59,1.13,0.452,F5IV,18.669966,1
6.27,21.48,0.54,0.346,F2V,17.93017,0
8.15,3.56,0.98,0.062,A2V,15.907249,0
8.56,1.92,1.04,1.629,K3III:,14.976507,1
8.97,2.43,1.14,0.495,A9IV,15.898031,1
8.38,0.51,0.87,1.249,K1/K2III,11.9178505,1
9.5,24.53,1.39,0.902,G9V,21.448488,0
3.32,40.05,0.6,0.077,A3Vvar,16.333012,0
9.19,1.39,1.37,0.972,K0III,14.905073,1
8.8,25.35,1.92,0.931,G9IV,20.81989,1
9.61,3.22,1.34,0.309,A7III/IV,17.149279,1
9.74,49.62,3.08,1.383,K5V,23.218285,0
8.84,10.78,1.69,0.573,F8/G0V,19.003094,0
8.91,3.98,1.1,0.257,A8/A9V,16.909416,0
7.67,5.57,0.9,0.305,F0V,16.399277,0
7.4,3.38,0.87,1.36,K2III,15.044584,1
6.24,9.39,0.81,1.002,K0III,16.103329,1
8.3,12.52,1.59,0.642,G5V,18.788021,0
7.49,2.32,0.9,1.619,M2III,14.31744,1
6.85,5.97,0.82,1.161,K1III,15.729872,1
8.14,3.4,0.75,1.4,K2III,15.797395,1
8.94,17.64,1.2,0.669,G5V,20.172493,0
9.0,3.31,1.06,0.728,G3V,16.59914,0
6.29,7.24,0.55,1.145,K0III +K0III,15.588693,1
7.91,2.8,0.67,0.152,B9.5V,15.14579,0
7.94,-1.84,0.84,0.226,B1Ib,14.26409,1
9.48,1.52,1.45,1.015,K0III,15.389217,1
6.53,14.39,1.19,0.46,F5/F6V,17.320305,0
2.58,19.78,0.81,-0.107,B8III,14.0611315,1
10.09,0.26,1.51,1.01,G8III,12.164866,1
9.15,10.92,1.31,0.562,G0V,19.341114,0
7.31,2.26,0.87,1.595,K5III,14.080542,1
9.01,3.8,1.23,0.937,G8III,16.908918,1
8.89,1.71,0.95,0.135,B9IV/Vp...,15.054981,1
6.61,4.19,0.74,1.645,M0III,14.721071,1
8.16,5.31,0.98,1.008,K0III,16.785473,1
8.8,2.11,1.16,1.233,K2III,15.421412,1
8.65,4.11,1.21,1.096,K0III/IV,16.719208,1
8.27,8.12,1.05,0.501,F5V,17.81778,0
5.09,16.49,0.78,0.068,A3V,16.176104,0
8.91,12.69,1.26,0.565,G0V,19.427309,0
8.35,3.65,0.94,0.0,B9V,16.161465,0
7.99,1.37,0.72,0.0,B1Ib/II,13.673603,1
8.28,4.78,1.04,0.414,F6V,16.67714,0
8.99,3.72,2.98,0.586,F5V,16.842714,0
7.62,2.16,0.67,-0.02,B3V,14.292269,0
5.69,3.91,1.03,1.586,M1III,13.650885,1
8.09,11.43,1.04,0.408,F5IV,18.380232,1
8.39,4.38,0.98,0.964,K0III-IV,16.59737,1
8.69,1.75,1.13,1.5,M0III,14.9051895,1
8.86,2.65,1.22,0.811,G3/G5Vw,15.976229,0
8.44,6.62,0.9,1.088,G8III,17.544289,1
8.16,3.89,1.9,-0.1,A1V,16.109749,0
4.93,13.12,0.88,0.957,K0III,15.519669,1
6.21,9.78,0.57,-0.006,A0V,16.161694,0
8.28,2.98,0.92,1.05,K0III,15.651081,1
9.34,8.24,1.78,0.673,G3V,18.919636,0
4.99,10.65,0.93,1.14,K1III,15.126747,1
9.25,0.11,1.2,0.97,G9III,9.456964,1
10.64,0.58,1.88,-0.022,A0V,14.45714,0
8.43,10.52,1.03,0.484,F5V,18.54008,0
8.51,2.14,0.84,0.016,B9V,15.162069,0
6.97,14.9,0.66,0.6,G0V,17.835932,0
7.21,10.53,1.1,0.197,A3IV,17.322144,1
9.56,10.51,1.36,0.607,G3V,19.668015,0
9.16,1.56,1.79,1.504,K4V,15.125623,0
9.31,1.85,1.28,1.605,K2/K3III,15.645859,1
9.38,4.73,1.54,1.23,K2III,17.754307,1
6.33,25.24,0.5,0.437,F4V,18.340446,0
7.29,5.47,0.91,1.015,K0III,15.979937,1
9.06,1.83,1.25,1.504,K4III,15.372256,1
10.14,4.01,1.49,0.43,F0V,18.155724,0
8.35,1.2,1.06,1.564,K5III,13.745907,1
7.99,1.18,0.95,1.519,M2III,13.34941,1
7.83,5.63,0.7,0.37,A2V,16.582542,0
8.04,4.43,1.02,1.187,K2III,16.272018,1
6.05,6.04,0.74,0.113,A2V,14.955184,0
9.49,7.32,1.89,0.642,G3V:,18.812555,0
8.95,4.9,1.2,0.094,A1V,17.40098,0
6.06,9.72,0.57,0.021,A0V,15.998331,0
8.66,1.31,0.85,0.051,B5V,14.246357,0
9.11,21.75,1.27,0.835,K0V,20.797295,0
8.36,0.24,1.12,1.05,G8III,10.261056,1
8.73,4.71,1.14,0.168,A2V,17.095104,0
9.39,24.26,1.46,0.957,G9V,21.314453,0
10.44,19.08,1.77,1.125,K5V,21.842892,0
8.4,10.07,0.97,0.423,F2/F3IV,18.415146,1
9.1,8.8,1.25,0.554,F7V,18.822414,0
8.96,7.99,1.14,0.423,F5V,18.472733,0
9.74,2.24,1.29,1.0,G9III,16.49124,1
8.97,15.88,1.07,0.7,G5/G6IV/V,19.974253,1
9.37,22.88,2.38,0.955,K1V,21.16728,0
8.55,4.13,1.17,1.03,K0III,16.62975,1
8.12,3.17,0.96,1.32,K3III,15.625297,1
8.94,2.94,2.17,0.045,B9IV/V,16.281736,1
5.8,8.54,0.67,1.33,K6III,15.45729,1
8.61,0.23,1.15,1.524,M3/M4III,10.418639,1
9.19,-0.67,1.17,1.293,K1III,13.320374,1
8.8,11.02,1.28,0.594,G0V,19.010906,0
6.81,23.68,0.85,0.574,G1V,18.681908,0
9.09,3.18,1.98,1.32,K0III,16.602135,1
8.49,10.47,0.77,0.465,F5V,18.589733,0
4.06,10.8,0.48,1.603,M5III,14.227119,1
7.21,1.71,0.82,1.484,K3III,13.374981,1
9.64,11.61,1.39,0.68,G2V,19.96416,0
8.84,8.55,0.88,0.481,F5/F6V,18.49983,0
8.44,0.42,1.16,0.098,B0IVvar,11.556246,1
10.66,4.46,2.23,1.12,K1III,18.906673,1
9.48,13.81,2.43,0.735,G8/K0V,20.18097,0
8.69,2.2,1.12,1.393,K3III,15.402113,1
6.36,6.13,0.77,1.384,K4III,15.297302,1
7.42,0.22,0.84,2.091,M0Ia/Iab,9.132113,1
7.96,3.65,0.98,1.37,K2/K3III,15.771464,1
8.25,5.71,1.01,0.364,F0IV,17.03318,1
9.94,4.26,1.83,0.26,A4V,18.087048,0
7.64,4.76,0.85,0.966,K0III,16.028034,1
6.15,6.68,0.68,0.008,A0V,15.273882,0
7.95,1.52,0.87,-0.088,B4II/III,13.859218,1
8.69,5.35,1.18,0.553,F7V,17.331768,0
8.85,4.62,1.32,0.621,G8IIIp+...,17.17321,1
7.85,11.47,0.96,0.365,F2V,18.147818,0
8.59,1.48,0.79,-0.074,B3Vnn,14.441309,0
7.8,10.89,0.9,0.458,F5V,17.985138,0
7.89,3.88,0.9,1.133,K0III,15.834158,1
6.75,3.11,0.72,1.584,K3III,14.213802,1
6.95,8.0,0.94,0.1,B9V,16.46545,0
10.27,1.0,1.69,1.232,K1III,15.27,1
8.5,12.75,0.92,0.762,G6/G8V,19.027552,0
7.95,2.03,0.82,1.626,K4III,14.48748,1
8.81,13.51,1.14,0.653,G5V,19.463276,0
8.29,6.68,0.88,0.376,F0V,17.413883,0
8.78,5.04,1.58,0.566,F7V,17.292152,0
7.58,6.68,1.01,0.528,F6III,16.703882,1
8.91,0.81,1.96,0.568,F3/F5IV,13.452425,1
7.51,2.02,0.72,-0.015,B7IV,14.0367565,1
7.08,12.79,4.12,0.41,F3V+...,17.614353,0
6.57,16.2,1.87,0.363,F2V,17.617575,0
8.32,0.31,0.89,1.153,G8II,10.776808,1
8.7,7.7,1.2,0.519,F8V,18.132454,0
6.84,3.36,0.86,-0.062,B8III,14.471697,1
8.76,5.2,1.74,0.35,A8IV,17.340015,1
7.31,8.63,0.92,0.623,G1/G2V,16.990053,0
8.72,2.38,1.08,1.08,K0III,15.602885,1
7.58,2.37,1.01,1.491,K4III,14.453741,1
4.24,12.05,0.51,-0.123,B5Vn,14.644935,0
9.81,4.9,1.56,0.695,F6/F7V,18.26098,0
8.02,4.58,0.92,0.311,A9V,16.32433,0
7.92,3.65,1.0,1.003,K0III,15.731464,1
7.49,16.58,0.84,0.498,F6V,18.587921,0
7.63,0.15,0.87,1.242,G3Ib,8.510456,1
4.06,9.03,0.55,-0.168,B2.5V,13.838438,0
7.43,1.94,0.9,1.682,M1III,13.869009,1
6.68,11.85,0.91,0.237,A5V,17.048592,0
8.76,21.99,1.11,0.841,G8/K0IV/V,20.471127,1
8.39,2.72,1.05,1.02,G8III,15.562845,1
6.23,18.06,0.82,0.31,A9.5III,17.513588,1
8.46,9.04,1.1,0.511,F6V,18.24084,0
7.58,8.26,0.87,0.386,F2/F3III/IV,17.1649,1
8.37,3.28,0.99,0.925,G9III-IV,15.949369,1
8.41,22.28,1.19,0.685,G5V,20.149576,0
7.54,4.42,0.84,0.894,G8/K0III,15.767111,1
9.1,1.98,9.88,1.154,K0IV,15.583326,1
9.41,21.81,1.52,0.986,K2V,21.10328,0
5.9,10.0,0.76,0.168,A5Vn,15.9,0
7.56,15.97,0.9,0.451,F8V,18.576523,0
9.22,8.18,1.33,0.642,G3V,18.783768,0
9.25,6.68,1.17,0.526,F8V,18.373882,0
7.99,10.79,0.77,1.05,K1III,18.155107,1
8.78,3.55,1.15,1.141,K0III:,16.531141,1
8.04,12.14,1.02,0.57,G0V,18.461094,0
6.63,5.16,0.54,-0.068,B9V,15.193249,0
9.03,3.53,1.42,1.054,G8III,16.768873,1
8.88,1.44,2.31,1.036,G8/K0III(w),14.671812,1
8.52,7.88,1.12,0.513,F5V,18.002632,0
5.47,11.29,0.48,0.054,A1V,15.733469,0
9.19,2.47,1.3,1.132,K1III,16.153484,1
7.95,22.88,0.96,0.606,G2V,19.74728,0
9.13,18.27,1.14,0.652,G5V,20.438694,0
8.25,10.86,1.04,0.435,F3V,18.42915,0
7.84,5.42,0.95,1.479,K2III,16.509996,1
7.75,4.29,0.96,0.98,K0III,15.912287,1
5.01,8.55,0.69,1.6,M1III,14.66983,1
8.97,18.85,1.23,0.748,G5IV,20.346558,1
8.79,10.62,1.13,0.513,F7Vvar,18.920624,0
9.23,0.83,1.27,1.905,M1III:,13.82539,1
8.27,8.97,0.74,0.475,F3/F5IV/V,18.033962,1
9.14,1.76,1.6,0.911,G8III,15.367564,1
8.02,6.75,1.01,0.388,F0/F2V,17.16652,0
7.16,4.85,0.8,1.0,K0IIICN...,15.588708,1
7.04,35.07,0.88,0.604,G2V,19.764679,0
7.78,1.57,0.79,0.04,B9IV,13.759499,1
8.53,3.15,1.23,0.962,G8III,16.021553,1
8.91,7.95,0.91,1.014,K0II,18.411835,1
7.77,6.05,0.91,0.336,A5V,16.678778,0
7.86,6.77,0.86,0.105,A1V,17.012943,0
8.9,5.75,1.23,0.449,F0V,17.69834,0
7.33,1.41,0.84,1.615,K5III,13.076096,1
6.84,5.56,0.79,1.094,K0III,15.565374,1
8.6,3.41,0.96,0.117,A1V,16.263773,0
10.62,40.58,1.94,1.439,M2V,23.66156,0
8.38,14.85,1.03,0.665,G2IV,19.238632,1
8.43,12.12,1.08,0.737,G3V,18.847515,0
9.02,11.88,1.38,0.576,G0V,19.394083,0
6.38,20.12,0.77,0.523,F8Vs,17.89814,0
8.59,1.43,1.18,-0.047,B8V,14.36668,0
8.78,3.82,1.29,0.884,G8III,16.690317,1
7.45,4.62,0.95,0.305,A2V+...,15.77321,0
8.64,3.53,1.0,0.273,A1V,16.378874,0
10.18,18.86,1.45,1.155,K5V,21.557709,0
7.41,6.87,0.87,1.132,K1III,16.594784,1
8.23,-0.06,1.06,1.499,M4III,7.120756,1
6.85,17.89,0.56,0.445,F8V,18.11305,0
5.28,6.3,0.69,1.623,M0III,14.276703,1
6.81,0.85,0.63,0.248,A0Iab,11.457094,1
3.89,13.06,0.84,0.026,A2IV,14.469716,1
10.31,1.21,1.56,0.47,F2/F3IV/V,15.7239275,1
6.6,4.58,0.81,1.6,K2III,14.904327,1
7.36,12.32,0.81,0.255,A4II,17.813053,1
8.71,2.15,1.15,1.074,K0III,15.372192,1
7.94,5.14,0.92,1.071,K0III,16.494816,1
8.2,3.13,0.79,0.105,B9.5V,15.677721,0
7.0,3.94,0.91,0.873,G8III,14.977481,1
8.01,4.14,1.23,1.205,K1III,16.095001,1
7.68,3.13,1.34,0.84,G8III,15.1577215,1
7.81,8.2,0.96,0.558,F6V,17.379068,0
8.35,0.28,1.2,1.614,K5III,10.585791,1
8.87,5.79,1.06,0.04,A0V,17.683392,0
7.67,15.88,0.84,0.546,F8/G0V,18.674252,0
8.9,1.36,1.23,1.134,K1III,14.567695,1
7.87,2.04,0.89,0.007,B9III,14.418151,1
8.32,15.19,1.93,0.595,G1/G2V,19.227787,0
5.94,6.88,0.92,0.824,K0III+...,15.127943,1
6.73,6.94,0.93,1.0,K1III,15.936798,1
8.25,4.57,1.18,1.241,K1/K2III,16.54958,1
8.26,1.69,0.98,1.705,M1III,14.399433,1
6.16,16.5,0.72,0.306,F0IV,17.24742,1
7.74,1.11,0.75,1.147,G2/G3Iab/Ib,12.966615,1
5.52,20.78,0.69,1.091,K2III-IV,17.108229,1
4.97,11.43,0.82,1.172,K1III,15.260231,1
10.04,3.58,1.58,1.21,K2III,17.809416,1
7.21,2.26,0.79,1.766,M3:III,13.980542,1
8.96,3.43,1.21,1.125,K1III,16.63647,1
6.2,10.1,0.58,-0.041,B9V,16.221607,0
8.42,2.99,1.04,1.25,K0IV,15.798356,1
8.49,12.63,1.16,0.571,F8/G0V,18.997017,0
5.2,8.47,0.78,-0.09,B8V,14.8394165,0
9.05,1.55,1.2,1.003,G8/K0III,15.001658,1
10.08,-3.66,1.67,1.18,K0III,17.897406,1
6.32,10.83,1.68,0.394,F3V + F3V,16.493141,0
8.92,1.19,1.19,0.329,A8/A9III/IV,14.297735,1
9.33,2.45,2.21,1.035,K0III,16.27583,1
4.72,9.04,0.86,1.01,G8III,14.500841,1
8.23,5.65,0.95,0.094,A0V,16.990242,0
9.05,13.61,1.14,0.56,G0V,19.719292,0
8.99,33.64,1.27,1.009,K3V,21.624279,0
8.6,5.66,1.13,1.356,K1/K2III,17.364082,1
7.98,2.17,0.8,0.964,G5III,14.662298,1
5.54,4.65,0.61,1.452,K5III,13.877265,1
8.24,3.02,1.0,1.523,M3III,15.640035,1
8.76,2.26,1.8,0.165,A0V(n),15.530542,0
8.1,0.33,1.14,0.937,G2:III+...,10.69257,1
8.62,1.65,1.06,-0.008,B8/B9V,14.70742,0
8.07,13.5,0.87,0.528,F7V,18.721668,0
7.11,7.23,1.02,0.252,A7III,16.405691,1
5.14,16.61,0.75,1.048,K0III,16.241848,1
9.0,3.84,1.33,1.092,G5III,16.921658,1
9.67,1.37,1.55,1.349,K1/K2V:,15.353603,0
7.39,5.28,1.4,0.966,G8III,16.00317,1
7.31,20.05,0.84,0.88,K0V,18.820572,0
9.27,6.75,1.04,0.494,F6V,18.41652,0
7.48,3.7,0.79,0.982,G9III,15.321009,1
8.06,4.27,0.92,1.057,K0III,16.21214,1
6.83,3.43,0.92,0.072,A0V,14.50647,0
8.39,6.84,0.91,0.375,F0V,17.56528,0
8.12,14.89,0.95,0.536,F6V,18.984474,0
7.72,4.99,0.83,1.163,K0IIICN,16.210503,1
8.53,3.29,1.09,1.331,K2/K3III,16.115978,1
8.68,8.99,1.15,0.552,F8V,18.4488,0
7.75,0.72,0.89,-0.01,B8/B9III,12.036663,1
7.13,5.28,0.96,1.078,K1III,15.74317,1
8.9,8.08,1.09,0.387,F2V,18.437057,0
8.51,1.91,1.07,0.069,B9.5V,14.915167,0
9.23,3.69,1.16,0.363,F0V,17.065132,0
9.0,16.52,2.39,0.54,F7V,20.09005,0
9.5,7.57,1.67,0.896,K1V,18.89548,0
7.57,2.93,0.96,1.308,K2III,14.904339,1
10.11,4.85,1.95,1.025,G9III,18.538708,1
8.43,6.05,1.03,0.308,A8V,17.338778,0
6.56,0.86,0.62,0.79,G2Ib,11.232492,1
3.59,14.3,0.56,1.389,K3/K4III,14.36668,1
9.84,3.77,1.47,0.34,F2/F3V,17.721706,0
9.67,5.94,1.52,0.613,F6V,18.538933,0
8.54,2.85,1.02,0.793,K1/K2III+..,15.814224,1
8.23,24.27,0.79,0.622,G2V,20.15535,0
8.4,3.32,1.18,1.748,M2/M3III,16.00569,1
